id,1page_location
1609,[u'universit\xe9 laval']
1600,[u'paris dauphine']
1603,[u'rouvray']
1604,"[u'saint-etienne', u'tude']"
1607,[u'tunis']
1606,[u'orsay']
357,"[u'sup\xe9lec', u'metz']"
356,"[u'epita', u'kremlin bic\xeatre', u'lannion']"
809,"[u'universit\xe9 fran\xe7ois-rabelais', u'neuilly']"
808,"[u'universit\xe9 paris 13', u'villetaneuse']"
353,[u'rennes']
351,"[u'n\xeemes', u'montpellier']"
350,"[u'orsay', u'universit\xe9 paris-sud']"
807,[u'guyancourt']
806,"[u'villejust', u'villarceaux', u'nozay', u'versailles', u'universit\xe9 de versailles']"
359,[]
358,[u'clermont-ferrand']
45,"[u'gentilly', u'universit\xe9 paris-est marne-la-vall\xe9e']"
1078,[u'carleton university']
1446,[u'universit\xe9 paris 5']
288,[u'upmc']
1679,[u'tunis']
281,"[u'villejuif', u'villetaneuse', u'universit\xe9 paris 13', u'sorbonne paris cit\xe9']"
280,[u'tunis']
283,"[u'metz', u'universit\xe9 de lorraine']"
284,"[u'blois', u'saint-louis', u'universit\xe9 fran\xe7ois rabelais']"
287,"[u'villetaneuse', u'paris-nord', u'universit\xe9 paris 13', u'sorbonne paris cit\xe9']"
286,"[u'universit\xe9 de lyon', u'universite de lyon']"
678,[u'tunis']
679,[u'rennes']
674,[u'sophia antipolis']
675,[]
676,[u'sophia antipolis']
677,[u'talence']
670,[u'lille']
671,"[u'tunis', u'montpellier']"
672,[u'universit\xe9 de gen\xe8ve']
673,"[u'chiraz', u'tunis']"
263,"[u'universit\xe9 de saint-\xe9tienne', u'universit\xe9 de lyon', u'tunis', u'saint-\xe9tienne']"
261,"[u'universit\xe9 de caen basse-normandie', u'caen']"
260,[u'lannion']
267,"[u'rennes', u'insa de rennes']"
266,"[u'tolbiac', u'lannion']"
265,"[u'universit\xe9 de toulouse', u'villetaneuse', u'toulouse', u'universit\xe9 paris 13', u'sorbonne paris cit\xe9']"
264,"[u'guyane', u'antilles']"
269,"[u'nouvelle cal\xe9donie', u'noum\xe9a']"
268,"[u'agroparistech', u'montpellier']"
59,[]
58,[u'universit\xe9 paris descartes']
55,"[u'takao', u'tokyo']"
54,[]
57,"[u'universit\xe9 de tunis', u'chiraz', u'tunis', u'universit\xe9 de carthage']"
56,"[u'universit\xe9 paris 13', u'villetaneuse']"
51,[u'universit\xe9 mohammed v']
62,[u'universit\xe9 de moncton']
53,[u'saint-etienne']
52,[u'aalborg']
1418,"[u""universit\xe9 d'angers""]"
536,[u'sophia antipolis']
535,[u'lannion']
259,[u'universit\xe9 paris 1 panth\xe9on-sorbonne']
533,[]
532,"[u'rue r\xe9aumur', u'rue saint-martin']"
531,[u'grenoble']
530,[]
1410,"[u'chiraz', u'tunis']"
1412,"[u'maguelonne', u'n\xeemes', u'sophia antipolis', u'montpellier']"
1413,[]
1414,[u'hec']
1415,"[u'bron', u'universit\xe9 lyon 2']"
1416,[u'stalingrad']
1417,"[u'versailles', u'universit\xe9 de versailles']"
50,"[u'orsay', u'montpellier']"
68,[]
667,[u'tunis']
69,"[u'universit\xe9 paris descartes', u'universit\xe9 lumi\xe8re lyon 2']"
1205,[]
1419,"[u'sup\xe9lec', u'metz']"
1256,[u'montpellier']
1257,[]
534,[u'aix-marseille universit\xe9']
1252,[]
1253,"[u'universit\xe9 toulouse ii', u'toulouse']"
1399,[u'lannion']
1251,"[u""universit\xe9 d'orl\xe9ans""]"
1397,"[u'valbonne', u'semide', u'montpellier']"
1396,"[u'cnam', u'rue de Flandre']"
1395,"[u'maguelonne', u'montpellier']"
1394,[]
1393,[u'grenoble']
1392,[u'universit\xe9 lyon 2']
1258,"[u'ren\xe9 descartes paris v', u'universit\xe9 ren\xe9 descartes paris v']"
1259,"[u'universit\xe9 mohammed v-agdal', u'brest']"
855,[u'orsay']
300,[u'universit\xe9 de tunis']
301,[u'lannion']
302,"[u'vandoeuvre-les-nancy', u'universit\xe9 libre de bruxelles']"
303,"[u'roubaix', u'universit\xe9 fran\xe7ois-rabelais']"
1423,"[u'narbonne', u'toulouse']"
825,[]
665,[u'tunis']
824,[u'montpellier']
827,"[u'villeurbanne', u'nouvelle-cal\xe9donie', u'noum\xe9a']"
138,[]
847,"[u'maguelonne', u'universit\xe9 de montpellier 2', u'montpellier']"
846,"[u'aix-marseille universit\xe9', u'marseille', u'gardanne', u'mimet']"
845,"[u'villeurbanne', u'universit\xe9 de lyon']"
372,[u'sophia antipolis']
843,[u'lannion']
842,[u'villetaneuse']
841,"[u'ecole centrale paris', u'upmc']"
840,"[u'universit\xe9 rennes 1', u'sophia antipolis']"
853,[u'dortmund']
849,[u'saint-cloud']
848,"[u'universit\xe9 de lyon', u'bron']"
377,"[u'neuilly-sur-seine', u'universit\xe9 fran\xe7ois rabelais']"
1428,"[u'illkirch', u'ulp']"
376,[u'chesnay']
1405,[u'lille']
1630,"[u'maguelonne', u'montpellier']"
1631,"[u'clermont-ferrand ii', u'aurillac']"
1632,[u'saint-herblain']
1633,"[u'ensam', u'sophia antipolis', u'meknes']"
1635,"[u'brest', u'ensieta']"
1636,[]
1731,"[u'villeurbanne', u'universit\xe9 claude bernard lyon 1']"
1730,[]
1733,[]
1732,"[u'universit\xe9 lumi\xe8re lyon 2', u'bron']"
662,[]
1734,[u'caen']
1737,[u'ulm']
1736,[]
1424,[u'rennes']
1594,[u'paris dauphine']
1597,[u'metz']
1596,"[u'versailles', u'universit\xe9 de versailles']"
1591,[u'virginie']
1590,"[u'rennes', u'cesson-s\xe9vign\xe9']"
1593,[u'paris-dauphine']
1592,[]
1599,"[u'sup\xe9lec', u'yvette']"
1598,"[u'rocquencourt', u'chesnay', u'sophia antipolis']"
470,[u'santander']
155,[u'universit\xe9 de montr\xe9al']
1036,"[u""saint-martin d'h\xe8res""]"
1028,[u'montpellier']
726,"[u'universit\xe9 de sfax', u'kassel', u'universit\xe9 de picardie jules vernes']"
727,[u'sfax']
724,"[u'lannion', u'rennes 1']"
725,"[u'narbonne', u'toulouse']"
722,"[u'universit\xe9 catholique de louvain', u'universit\xe9 de namur']"
723,"[u'universit\xe9 paris 13', u'universit\xe9 paris-nord', u'villetaneuse']"
720,"[u'sfax', u'universit\xe9 de sfax']"
721,[u'universit\xe9 bordeaux i']
1744,[]
1745,[u'marseille']
1747,"[u'narbonne', u'toulouse']"
1740,"[u'lens', u""universit\xe9 d'artois""]"
728,"[u'clamart', u'lannion']"
1743,[u'marseille']
151,[u'saint-\xe9tienne-du-rouvray']
150,[u'illkirch']
153,"[u'villetaneuse', u'universit\xe9 paris 13', u'yaound\xe9', u'sorbonne paris cit\xe9']"
152,[u'tunis']
1209,"[u'universit\xe9 de bordeaux i', u'marseille', u'talence']"
1208,"[u'orsay', u'universit\xe9 paris-sud']"
157,"[u'nouvelle cal\xe9donie', u'noum\xe9a']"
156,"[u'universit\xe9 paris-descartes', u'paris-est', u'saint-mand\xe9']"
159,"[u'blois', u'universit\xe9 de caen basse-normandie', u'universit\xe9 fran\xe7ois-rabelais', u'caen']"
158,[u'universit\xe9 de lorraine']
1207,"[u'bobigny', u'villeurbanne', u'universit\xe9 paris 13']"
1201,[u'toulouse']
1200,"[u'villeurbanne', u'universit\xe9 de lyon', u'universit\xe9 lyon 1']"
1203,[]
1202,"[u'villeurbanne', u'universit\xe9 de lyon 1']"
1204,[u'lannion']
634,"[u""rue de l'\xe9cole de m\xe9decine""]"
476,"[u'rivoli', u'naples']"
635,"[u""universit\xe9 d'orl\xe9ans""]"
472,[u'dga']
48,"[u'universit\xe9 jean monnet', u'saint-etienne']"
49,[]
46,"[u'universit\xe9 paris sud', u'universit\xe9 paris-sud', u'orsay']"
47,"[u'vandoeuvre-les-nancy', u'universit\xe9 de lorraine']"
44,[u'luxembourg']
637,"[u'metz', u'paris-nord', u'villetaneuse']"
43,[u'lannion']
40,[]
41,"[u'nouvelle cal\xe9donie', u'villeurbanne', u'insa de lyon', u'noum\xe9a']"
1447,"[u'lens', u""universit\xe9 d'artois""]"
465,"[u""universit\xe9 d'orl\xe9ans""]"
1444,[]
1441,[u'cantho']
464,[u'villetaneuse']
1685,[u'universit\xe9 paris-sud orsay']
1290,"[u'sup\xe9lec', u'gif-sur-yvette', u'orsay', u'universit\xe9 paris-sud']"
477,"[u'illkirch', u'sophia antipolis']"
467,"[u""universit\xe9 d'auvergne"", u'aubiere', u'tunis', u'clermont-ferrand']"
1684,"[u'narbonne', u'toulouse']"
466,"[u""universit\xe9 d'angers""]"
475,"[u'baghdad', u'universit\xe9 de paris-sud', u'orsay']"
489,"[u'mende', u'universit\xe9 montpellier 3', u'montpellier', u'universit\xe9 montpellier 2']"
488,[u'lannion']
487,"[u'saint-louis', u'institut t\xe9l\xe9com', u't\xe9l\xe9com bretagne']"
486,[u'lannion']
485,"[u'universit\xe9 lumi\xe8re lyon 2', u'bron']"
484,"[u'blois', u'universit\xe9 fran\xe7ois rabelais']"
483,"[u'massachusetts', u'jassy']"
482,[u'simon fraser university']
481,"[u'narbonne', u'toulouse']"
480,"[u'agroparistech', u'saclay', u'montpellier', u'orsay']"
1366,[u'ascq']
473,"[u'es senia', u'baghdad']"
1364,[]
471,[u'universit\xe9 de rennes']
1362,"[u'universit\xe9 paris xiii', u'h\xf4pital avicenne']"
1363,[u'laval']
474,[]
1361,"[u'paris dauphine', u'laval']"
478,[u'n\xeemes']
479,"[u'clamart', u'lannion']"
539,"[u'es senia', u'baghdad']"
1368,[u'universit\xe9 lyon 1']
1369,"[u'universit\xe9 paul c\xe9zanne', u'escadrille normandie', u'marseille']"
