series	booktitle	year	title	abstract	authors	pdf1page	pdfarticle	id	lang_title	lang_abstract	affiliations	long_content	short_content	n_citations	
Revue des Nouvelles Technologies de l'Information	EGC	2010	Une structure basée sur les hiérarchies pour synthétiser les itemsets fréquents extraits dans des fenêtres temporelles	Le paradigme des flots de données rend impossible la conservation de l'intégralitéde l'historique d'un flot qu'il faut alors résumer. L'extraction d'itemsets fréquentssur des fenêtres temporelles semble tout à fait adaptée mais l'amoncellement des résultatsindépendants rend impossible l'exploitation de ces résultats. Nous proposons une structurebasée sur les hiérarchies des données afin d'unifiant ces résultats. De plus, puisque laplupart des données d'un flot présentent un caractère multidimensionnel, nous intégronsla prise en compte d'itemsets multidimensionnels. Enfin, nous pallions une faiblesse majeuredes Tilted TimeWindows (TTW) en prenant en compte la distribution des données.	Yoann Pitarch, Anne Laurent, Pascal Poncelet	http://editions-rnti.fr/render_pdf.php?p1&p=1001467	http://editions-rnti.fr/render_pdf.php?p=1001467	730	fr	fr	@lirmm.fr	un structure baser sur le hiérarchie pour synthétiser le itemsets fréquent extrait dans un fenêtre temporelles  le paradigme des flot de donnée rendre impossible le conservation de le intégralitéde le historique d' un flot qu' il faillir alors résumer . le extraction d' itemsets fréquentssur des fenêtre temporel sembler tout à fait adapter mais le amoncellement des résultatsindépendants rendre impossible le exploitation de ce résultat . Nous proposer un structurebasée sur le hiérarchie des donnée afin d' unifier ce résultat . De plus , puisque laplupart un donnée d' un flot présenter un caractère multidimensionnel , nous intégronsla prendre en compte d' itemsets multidimensionnel . enfin , nous pallier un faiblesse majeuredes Tilted TimeWindows ( TTW ) en prendre en compte le distribution des donnée . 	Une structure basée sur les hiérarchies pour synthétiser les itemsets fréquents extraits dans des fenêtres temporelles	0
Revue des Nouvelles Technologies de l'Information	EGC	2010	Utilisation de graphes sémantiques pour l'extraction et la traduction des idées essentielles d'un texte		Romain André-Lovichi, Kamel Smaïli, David Langlois	http://editions-rnti.fr/render_pdf.php?p1&p=1001435	http://editions-rnti.fr/render_pdf.php?p=1001435	731	fr		@loria.fr, @loria.fr, @loria.fr	Utilisation de graphes sémantiques pour l'extraction et la traduction des idées essentielles d'un texte 	Utilisation de graphes sémantiques pour l'extraction et la traduction des idées essentielles d'un texte	0
Revue des Nouvelles Technologies de l'Information	EGC	2010	Vers une extraction et une visualisation des co-localisations adaptées aux experts	Une des tâches classiques en fouille de données spatiales est l'extractionde co-localisations intéressantes dans des données géo-référencées. L'objectifest de trouver des sous-ensembles de caractéristiques booléennes apparaissantfréquemment dans des objets spatiaux voisins. Toutefois, les relations découvertespeuvent ne pas être pertinentes pour les experts, et leur interprétation sousforme textuelle peut être difficile. Nous proposons, dans ce contexte, une nouvelleapproche pour intégrer la connaissance des experts dans la découverte desco-localisations, ainsi qu'une nouvelle représentation visuelle de ces motifs. Unprototype a été développé et intégré dans un SIG. Des expérimentations on étémenées sur des données géologiques réelles, et les résultats validés par un expertdu domaine.	Frédéric Flouvat, Nazha Selmaoui-Folcher, Dominique Gay	http://editions-rnti.fr/render_pdf.php?p1&p=1001335	http://editions-rnti.fr/render_pdf.php?p=1001335	732	fr	fr	@univ-nc.nc	Vers un extraction et un visualisation des co- localisation adapter aux experts  un des tâche classique en fouille de donnée spatial être le extractionde co- localisation intéressant dans un donnée géo- référencer . le objectifest de trouver un sous-ensemble de caractéristique booléen apparaissantfréquemment dans un objet spatial voisin . toutefois , le relation découvertespeuvent ne pas être pertinent pour le expert , et son interprétation sousforme textuel pouvoir être difficile . Nous proposer , dans ce contexte , un nouvelleapproche pour intégrer le connaissance des expert dans le découverte desco- localisation , ainsi qu' un nouveau représentation visuel de ce motif . Unprototype avoir être développer et intégrer dans un SIG . un expérimentation on étémenées sur un donnée géologique réel , et le résultat valider par un expertdu domaine . 	Vers une extraction et une visualisation des co-localisations adaptées aux experts	1
Revue des Nouvelles Technologies de l'Information	EGC	2010	Visual Sentence-Phrase-Based Document Representation for Effective and Efficient Content-Based Image Retrieval	Having effective and efficient methods to get access to desired imagesis essential nowadays with the huge amount of digital images. This paperpresents an analogy between content-based image retrieval and text retrieval.We make this analogy from pixels to letters, patches to words, sets of patchesto phrases, and groups of sets of patches to sentences. To achieve a more accuratedocument matching, more informative features including phrases and sentencesare needed to improve these scenarios. The proposed approach is basedfirst on constructing different visual words using local patch extraction and description.After that, we study different association rules between frequent visualwords in the context of local regions in the image to construct visual phrases,which will be grouped to different sentences.	Ismail Elsayad, Jean Martinet, Thierry Urruty, Chabane Djeraba	http://editions-rnti.fr/render_pdf.php?p1&p=1001284	http://editions-rnti.fr/render_pdf.php?p=1001284	733	en	en	@lifl.fr	visual sentence phrase base document representation effective efficient content base image retrieval effective efficient method get access desire imagesis essential nowadays huge amount digital image paperpresent analogy content base image retrieval text retrieval we make analogy pixel letter patch word set patchesto phrase group set patch sentence achieve accuratedocument match informative feature include phrase sentencesare need improve scenario proposed approach basedfirst construct different visual word used local patch extraction description after that study different association rule frequent visualword context local region image construct visual phrase which group different sentence	Visual Sentence-Phrase-Based Document Representation for Effective and Efficient Content-Based Image Retrieval	0
Revue des Nouvelles Technologies de l'Information	EGC	2010	Visualisation de mesures agrégées pour l'estimation de la qualité des articlesWikipedia	Wikipedia, devenue l'une des bases de connaissances les plus populaires,pose le problème de la fiabilité de l'information qu'elle dissémine. Nousproposons WikipediaViz, un ensemble de visualisations basé sur un mecanismede collecte et d'agrégation de données d'édition Wikipedia pour aider le lecteurà appréhender la maturité d'un article. Nous listons cinq métriques importantes,déterminées lors de sessions de conception participative avec des experts Wikipediapour juger de la qualité, que nous présentons au lecteur sous forme devisualisations compactes et expressives, dépeignant le profil d'évolution d'un article.Nos études utilisateur ont montré queWikipediaViz réduisait significativementle temps requis pour évaluer la qualité en maintenant une bonne précision	Fanny Chevalier, Stéphane Huot, Jean-Daniel Fekete	http://editions-rnti.fr/render_pdf.php?p1&p=1001316	http://editions-rnti.fr/render_pdf.php?p=1001316	734	fr	fr	@inria.fr, @lri.fr, @inria.fr	visualisation de mesure agréger pour le estimation de le qualité des articlesWikipedia  Wikipedia , devenir le un des base de connaissance le plus populaire , poser le problème de le fiabilité de le information qu' elle disséminer . Nousproposons WikipediaViz , un ensemble de visualisation baser sur un mecanismede collecte et d' agrégation de donnée d' édition Wikipedia pour aider le lecteurà appréhender le maturité d' un article . Nous lister cinq métrique important , déterminer lors de session de conception participatif avec un expert Wikipediapour juger de le qualité , que nous présenter au lecteur sous forme devisualisations compact et expressif , dépeigner le profil d' évolution d' un article . son étude utilisateur avoir montrer queWikipediaViz réduire significativementle temps requérir pour évaluer le qualité en maintenir un bon précision 	Visualisation de mesures agrégées pour l'estimation de la qualité des articlesWikipedia	3
Revue des Nouvelles Technologies de l'Information	EGC	2010	WCUM pour l'analyse d'un site web	Dans ce papier, nous proposons une approche WCUM (Web Contentand Usage based Approach) permettant de relier l'analyse du contenu d'un siteWeb à l'analyse de l'usage afin de mieux comprendre les comportements de navigationsur le site. L'apport de ce travail réside d'une part dans la propositiond'une approche reliant l'analyse du contenu à l'analyse de l'usage et d'autre partdans l'extension de l'application des méthodes de block clustering, appliquéesgénéralement en bioinformatique, au contexte Web mining afin de profiter deleur pouvoir classificatoire dans la découverte de biclasses homogènes à partird'une partition des instances et une partition des attributs recherchées simultanément.	Malika Charrad, Yves Lechevallier, Mohamed Ben Ahmed, Gilbert Saporta	http://editions-rnti.fr/render_pdf.php?p1&p=1001413	http://editions-rnti.fr/render_pdf.php?p=1001413	735	fr	fr	@riadi.rnu.tn, @inria.fr, @cnam.fr	WCUM pour le analyse d' un site web  Dans ce papier , nous proposer un approche WCUM ( Web Contentand Usage based Approach ) permettre de relier le analyse du contenu d' un siteWeb à le analyse de le usage afin de mieux comprendre le comportement de navigationsur le site . le apport de ce travail résider d' un part dans le propositiond'une approcher relier le analyse du contenu à le analyse de le usage et d' autre partdans le extension de le application des méthode de block clustering , appliquéesgénéralement en bioinformatique , au contexte Web mining afin de profiter deleur pouvoir classificatoire dans le découverte de biclasses homogène à partird'une partition des instance et un partition des attribut rechercher simultanément . 	WCUM pour l'analyse d'un site web	0
Revue des Nouvelles Technologies de l'Information	EGC	2009	A Contextualization Service for a Personalized Access Model	Personalization paradigm aims at providing users with the most rel-evant content and services according to many factors such as interest center orlocation at the querying time. All this knowledge and requirements are orga-nized into user profiles and contexts. A user profile encompasses metadata de-scribing the user whereas a context groups information about the environmentof interaction between the user and the system. An interesting problem is there-fore to identify which part of the profile is significant in a given context. Thispaper proposes a contextualization service which allows defining relationshipsbetween user preferences and contexts. Further, we propose an approach forthe automatic discovery of these mappings by analyzing user behavior extractedfrom log files.	Sofiane Abbar, Mokrane Bouzeghoub, Dimitre Kostadinov, Stéphane Lopes	http://editions-rnti.fr/render_pdf.php?p1&p=1000771	http://editions-rnti.fr/render_pdf.php?p=1000771	806	en	en	@prism.uvsq.fr, @alcatel-lucent.fr	contextualization service personalized access model personalization paradigm aim provide user rel evant content service accord many factor interest center orlocation query time knowledge requirement orga nized user profile context user profile encompass metadata de scribing user whereas context group information environmentof interaction user system interesting problem there fore identify part profile significant give context thispaper propose contextualization service allow define relationshipsbetween user preference context further propose approach forthe automatic discovery mapping analyze user behavior extractedfrom log file	A Contextualization Service for a Personalized Access Model	3
Revue des Nouvelles Technologies de l'Information	EGC	2009	Accompagner au début du 21ème siècle les organisations dans la mise en place d'une gestion des connaissances : retour d'expérience	Cet article présente succinctement le retour d'expérience d'Ardansdans l'implantation de systèmes de gestion de connaissances dans des organisationstrès variées au début de ce 21ème siècle.	Alain Berger, Jean-Pierre Cotton, Pierre Mariot	http://editions-rnti.fr/render_pdf.php?p1&p=1000811	http://editions-rnti.fr/render_pdf.php?p=1000811	807	fr	fr	@ardans.fr	accompagner au début du 21ème siècle le organisation dans le mise en place d' un gestion des connaissance : retour d' expérience  ce article présenter succinctement le retour d' expérience d' Ardansdans le implantation de système de gestion de connaissance dans un organisationstrès varier au début de ce 21ème siècle . 	Accompagner au début du 21ème siècle les organisations dans la mise en place d'une gestion des connaissances : retour d'expérience	2
Revue des Nouvelles Technologies de l'Information	EGC	2009	Acquisition de la théorie ontologique d'un système d'extraction d'information	La conception de systèmes d'Extraction d'Information (EI) destinésà extraire les réseaux d'interactions géniques décrits dans la littérature scientifiqueest un enjeu important. De tels systèmes nécessitent des représentationssophistiquées, s'appuyant sur des ontologies, afin de définir différentes relationsbiologiques, ainsi que les dépendances récursives qu'elles présentent entre elles.Cependant, l'acquisition de ces dépendances n'est pas possible avec les techniquesd'apprentissage automatique actuellement employées en EI, car ces dernièresne gèrent pas la récursivité. Afin de palier ces limitations, nous présentonsune application à l'EI de la Programmation Logique Inductive, en mode multipredicats.Nos expérimentations, effectuées sur un corpus bactérien, conduisentà un rappel global de 67.7% pour une précision de 75.5%.	Alain-Pierre Manine	http://editions-rnti.fr/render_pdf.php?p1&p=1000788	http://editions-rnti.fr/render_pdf.php?p=1000788	808	fr	fr	@univ-paris13.fr	acquisition de le théorie ontologique d' un système d' extraction d' information  le conception de système d' extraction d' Information ( EI ) destinésà extraire le réseau d' interaction géniques décrire dans le littérature scientifiqueest un enjeu important . De tel système nécessiter un représentationssophistiquées , clr appuyer sur un ontologie , afin de définir différent relationsbiologiques , ainsi que le dépendance récursif qu' elles présenter entre lui . cependant , le acquisition de ce dépendance n' être pas possible avec le techniquesd'apprentissage automatique actuellement employer en EI , car ce dernièresne gérer pas le récursivité . Afin de palier ce limitation , nous présentonsune application à le EI de le programmation Logique Inductive , en mode multipredicats . son expérimentation , effectuer sur un corpus bactérien , conduisentà un rappel global de 67 .7 \% pour un précision de 75 .5 \% . 	Acquisition de la théorie ontologique d'un système d'extraction d'information	0
Revue des Nouvelles Technologies de l'Information	EGC	2009	Acquisition, annotation et exploration interactive d'images stéréoscopiques en réalité virtuelle : application en dermatologie	Nous présentons dans cet article le système Skin3D qui implémentetous les composants matériels et logiciels nécessaires pour extraire desinformations dans des images 3D de peau. Il s'agit à la fois du matérield'éclairage et d'acquisition à base d'appareils photographiquesstéréoscopiques, d'une méthode de calibration de caméras utilisant lesalgorithmes génétiques, de matériel de réalité virtuelle pour restituer lesimages en stéréoscopie et interagir avec elles, et enfin d'un ensemble defonctionnalités interactives pour annoter les images, partager ces annotations etconstruire un hypermédia 3D. Nous présentons une étude comparativeconcernant la calibration et une application réelle de Skin3D sur des images devisages.	Mohammed Haouach, Karim Benzeroual, Christiane Guinot, Gilles Venturini	http://editions-rnti.fr/render_pdf.php?p1&p=1000774	http://editions-rnti.fr/render_pdf.php?p=1000774	809	fr	fr	@univ-tours.fr, @ceries-lab.com	acquisition , annotation et exploration interactif d' image stéréoscopique en réalité virtuel : application en dermatologie  Nous présenter dans ce article le système Skin 3D qui implémentetous le composant matériel et logiciel nécessaire pour extraire desinformations dans un image 3D de peau . Il clr agir à le foi du matérield'éclairage et d' acquisition à base d' appareil photographiquesstéréoscopiques , d' un méthode de calibration de caméra utiliser lesalgorithmes génétique , de matériel de réalité virtuel pour restituer lesimages en stéréoscopie et interagir avec lui , et enfin d' un ensemble defonctionnalités interactif pour annoter le image , partager ce annotation etconstruire un hypermédia 3D. Nous présenter un étude comparativeconcernant le calibration et un application réel de Skin 3D sur un image devisages . 	Acquisition, annotation et exploration interactive d'images stéréoscopiques en réalité virtuelle : application en dermatologie	0
Revue des Nouvelles Technologies de l'Information	EGC	2009	Aggregative and Neighboring Approximations to Query Semi-Structured Documents	Structures heterogeneity in Web resources is a constant concern inelement retrieval (i.e. tag retrieval in semi-structured documents). In this paperwe present the SHIRI 1 querying approach which allows to reach more or lessstructured document parts without an a priori knowledge on their structuring.	Yassine Mrabet, Nathalie Pernelle, Nacéra Bennacer, Mouhamadou Thiam	http://editions-rnti.fr/render_pdf.php?p1&p=1000808	http://editions-rnti.fr/render_pdf.php?p=1000808	810	en	en	@lri.fr, @supelec.fr	aggregative neighboring approximation query semi structured document structure heterogeneity web resource constant concern inelement retrieval i e tag retrieval semi structured document paperwe present shiri 1 query approach allow reach lessstructured document part without priori knowledge structuring	Aggregative and Neighboring Approximations to Query Semi-Structured Documents	0
Revue des Nouvelles Technologies de l'Information	EGC	2009	An approach for handling risk and uncertainty in multiarmed bandit problems	An approach is presented to deal with risk in multiarmed bandit prob-lems. Specifically, the well known exploration-exploitation dilemma is solvedfrom the point of view of maximizing an utility function which measures thedecision maker's attitude towards risk and uncertain outcomes. A link withthe preference theory is thus established. Simulations results are provided forin order to support the main ideas and to compare the approach with existingmethods, with emphasis on the short term (small sample size) behavior of theproposed method.	Fabrice Clérot, Stefano Perabò	http://editions-rnti.fr/render_pdf.php?p1&p=1000744	http://editions-rnti.fr/render_pdf.php?p=1000744	811	en	en	@orange.fr, @orange-ftgroup.com	approach handle risk uncertainty multiarm bandit problem approach present deal risk multiarmed bandit prob lem specifically well know exploration exploitation dilemma solvedfrom point view maximize utility function measure thedecision maker s attitude towards risk uncertain outcome link withthe preference theory thus establish simulation result provide forin order support main idea compare approach existingmethod emphasis short term small sample size behavior thepropose method	An approach for handling risk and uncertainty in multiarmed bandit problems	0
Revue des Nouvelles Technologies de l'Information	EGC	2009	Analyse de dissimilarités par arbre d'induction	Dans cet article1, nous considérons des objets pour lesquels nous dis-posons d'une matrice des dissimilarités et nous nous intéressons à leurs liensavec des attributs. Nous nous centrons sur l'analyse de séquences d'états pourlesquelles les dissimilarités sont données par la distance d'édition. Toutefois, lesméthodes développées peuvent être étendues à tout type d'objets et de mesurede dissimilarités. Nous présentons dans un premier temps une généralisation del'analyse de variance (ANOVA) pour évaluer le lien entre des objets non mesu-rables (p. ex. des séquences) avec une variable catégorielle. La clef de l'approcheest d'exprimer la variabilité en termes des seules dissimilarités ce qui nous per-met d'identifier les facteurs qui réduisent le plus la variabilité. Nous présentonsun test statistique général qui peut en être déduit et introduisons une méthodeoriginale de visualisation des résultats pour les séquences d'états. Nous présen-tons ensuite une généralisation de cette analyse au cas de facteurs multiples et endiscutons les apports et les limites, notamment en terme d'interprétation. Fina-lement, nous introduisons une nouvelle méthode de type arbre d'induction quiutilise le test précédent comme critère d'éclatement. La portée des méthodesprésentées est illustrée à l'aide d'une analyse des facteurs discriminant le plusles trajectoires occupationnelles .	Gilbert Ritschard, Matthias Studer, Nicolas S. Müller, Alexis Gabadinho	http://editions-rnti.fr/render_pdf.php?p1&p=1000733	http://editions-rnti.fr/render_pdf.php?p=1000733	812	fr	fr	@unige.ch	analyse de dissimilarités par arbre d' induction  Dans ce article1 , nous considérer un objet pour lesquels nous dis-posons d' un matrice des dissimilarités et nous nous intéresser à son liensavec des attribut . Nous nous centrer sur le analyse de séquence d' état pourlesquelles le dissimilarités être donner par le distance d' édition . toutefois , lesméthodes développer pouvoir être étendre à tout type d' objet et de mesurede dissimilarités . Nous présenter dans un premier temps un généralisation del'analyse de variance ( ANOVA ) pour évaluer le lien entre un objet non mesu-rables ( page ex. des séquence ) avec un variable catégoriel . le clef de le approcheest d' exprimer le variabilité en terme des seul dissimilarités ce qui nous per-met d' identifier le facteur qui réduire le plus le variabilité . Nous présentonsun test statistique général qui pouvoir en être déduire et introduire un méthodeoriginale de visualisation des résultat pour le séquence d' état . Nous présen-tons ensuite un généralisation de ce analyse au cas de facteur multiple et endiscutons le apport et le limite , notamment en terme d' interprétation . Fina-lement , nous introduire un nouveau méthode de type arbre d' induction quiutilise le test précédent comme critère d' éclatement . le portée des méthodesprésentées être illustrer à le aide d' un analyse des facteur discriminer le plusles trajectoire occupationnelles . 	Analyse de dissimilarités par arbre d'induction	22
Revue des Nouvelles Technologies de l'Information	EGC	2009	Analyse de données pour la construction de modèles de procédures neurochirurgicales	Dans cet article, nous appliquons une méthode d'analyse sur desdescriptions de procédures de neurochirurgie dans le but d'en améliorer lacompréhension. La base de données XML utilisée dans cette étude estconstituée de la description de 157 chirurgies de tumeurs. Trois cent vingtdeux variables ont été identifiées et décomposées en variables prédictives(connues avant l'opération) et variables à prédire (décrivant des gesteschirurgicaux). Une analyse factorielle des correspondances (AFC) a étéréalisée sur les variables prédictives, ainsi qu'un arbre de décision basé sur undendrogramme préalablement établi. Six classes principales de variablesprédictives ont ainsi été identifiées. Puis, pour chacune de ces classes, uneanalyse AFC a été réalisée sur les variables à prédire, ainsi qu'un arbre dedécision. Bien que le nombre de cas et le choix des variables constituent unelimite à cette étude, nous avons réussi à prédire certaines caractéristiques liéesaux procédures en partant de données prédictives.	Brivael Trelhu, Florent Lalys, Laurent Riffaud, Xavier Morandi, Pierre Jannin	http://editions-rnti.fr/render_pdf.php?p1&p=1000789	http://editions-rnti.fr/render_pdf.php?p=1000789	813	fr	fr	@irisa.fr, @irisa.fr, @irisa.fr, @chu-rennes.fr, @chu-rennes.fr	analyse de donnée pour le construction de modèle de procédure neurochirurgicales  Dans ce article , nous appliquer un méthode d' analyse sur desdescriptions de procédure de neurochirurgie dans le but d' en améliorer lacompréhension . le base de donnée XML utiliser dans ce étude estconstituée de le description de 157 chirurgie de tumeur . Trois cent vingtdeux variable avoir être identifier et décomposer en variable prédictif ( connaître avant le opération ) et variable à prédire ( décrire des gesteschirurgicaux ) . un analyse factoriel des correspondance ( AFC ) avoir étéréalisée sur le variable prédictif , ainsi qu' un arbre de décision baser sur undendrogramme préalablement établir . Six classe principal de variablesprédictives avoir ainsi être identifier . Puis , pour chacun de ce classe , uneanalyse AFC avoir être réaliser sur le variable à prédire , ainsi qu' un arbre dedécision . bien que le nombre de cas et le choix des variable constituer unelimite à ce étude , nous avoir réussir à prédire certain caractéristique liéesaux procédure en partir de donnée prédictif . 	Analyse de données pour la construction de modèles de procédures neurochirurgicales	0
Revue des Nouvelles Technologies de l'Information	EGC	2009	Analyse et application de modèles de régression pour optimiser le retour sur investissement d'opérations commerciales	Les activités de négoce de matériaux sont un marché extrêmementcompétitif. Pour les acteurs de ce marché, les méthodes de fouille de donnéespeuvent s'avérer intéressantes en permettant de dégager des gains de rentabilitéimportants. Dans cet article, nous présenterons le retour d'expérience du projetde fouille de données mené chez VM Matériaux pour améliorer le retour surinvestissement d'opérations commerciales. La synergie des informaticiens, dumarketing et des experts métier a permis d'améliorer l'extraction des connais-sances à partir des données de manière à aboutir à la connaissance actionnable laplus pertinente possible et ainsi aider les experts métier à prendre des décisions.	Thomas Piton, Julien Blanchard, Henri Briand, Laurent Tessier, Gaëtan Blain	http://editions-rnti.fr/render_pdf.php?p1&p=1000735	http://editions-rnti.fr/render_pdf.php?p=1000735	814	fr	fr	@vm-materiaux.fr, @univ-nantes.fr, @kxen.com	analyse et application de modèle de régression pour optimiser le retour sur investissement d' opération commerciales  le activité de négoce de matériau être un marché extrêmementcompétitif . Pour le acteur de ce marché , le méthode de fouille de donnéespeuvent clr avérer intéressant en permettre de dégager un gain de rentabilitéimportants . Dans ce article , nous présenter le retour d' expérience du projetde fouille de donnée mener chez VM Matériaux pour améliorer le retour surinvestissement d' opération commercial . le synergie des informaticien , dumarketing et des expert métier avoir permettre d' améliorer le extraction des connais-sances à partir un donnée de manière à aboutir à le connaissance actionnable laplus pertinent possible et ainsi aider le expert métier à prendre un décision . 	Analyse et application de modèles de régression pour optimiser le retour sur investissement d'opérations commerciales	2
Revue des Nouvelles Technologies de l'Information	EGC	2009	Analyse multigraduelle OLAP	Les systèmes décisionnels reposent sur des bases de données multidimensionnellesqui offrent un cadre adéquat aux analyses OLAP. L'articleprésente un nouvel opérateur OLAP nommé « BLEND » rendant possible desanalyses multigraduelles. Il s'agit de transformer la structuration multidimensionnellelors des interrogations pour analyser les mesures selon des niveauxde granularité différents recombinées comme un même paramètre. Nous menonsune étude des combinaisons valides de l'opération dans le contexte deshiérarchies strictes. Enfin, une première série d'expérimentations implantel'opération dans le contexte R-OLAP en montrant le faible coût de l'opération.	Gilles Hubert, Olivier Teste	http://editions-rnti.fr/render_pdf.php?p1&p=1000768	http://editions-rnti.fr/render_pdf.php?p=1000768	815	fr	fr	@irit.fr	analyse multigraduelle OLAP  le système décisionnel reposer sur un base de donnée multidimensionnellesqui offrir un cadre adéquat aux analyse OLAP . le articleprésente un nouveau opérateur OLAP nommer « BLEND » rendre possible desanalyses multigraduelles . Il clr agir de transformer le structuration multidimensionnellelors des interrogation pour analyser le mesure selon un niveauxde granularité différent recombiner comme un même paramètre . Nous menonsune étude des combinaison valide de le opération dans le contexte deshiérarchies strict . enfin , un premier série d' expérimentation implantel'opération dans le contexte R-OLAP en montrer le faible coût de le opération . 	Analyse multigraduelle OLAP	2
Revue des Nouvelles Technologies de l'Information	EGC	2009	Analyse sémantique spatio-temporelle pour les ontologies OWL-DL	L'analyse sémantique est un nouveau paradigmed'interrogation du Web Sémantique qui a pour objectif d'identifier lesassociations sémantiques reliant des individus décrits dans desontologies OWL-DL. Pour déduire davantage d'associationssémantiques et augmenter la précision de l'analyse, l'informationspatio-temporelle attachée aux ressources doit être prise en compte. Aces fins - et pour combler l'absence actuelle de raisonneurs spatiotemporeldéfini pour les ontologies RDF(S) et OWL-, nous proposonsle système de représentation et d'interrogation d'ontologies spatiotemporellesONTOAST, compatible avec le langage OWL-DL. Nousprésentons les principes de base de l'algorithme de découverted'associations sémantiques entre individus intégré dans ONTOAST.Cet algorithme utilise deux contextes, l'un spatial et l'autre temporelqui permettent d'affiner la recherche. Nous décrivons enfin l'approchemise en oeuvre pour la déduction de connexions spatiales entreindividus.	Alina Dia Miron, Jérôme Gensel, Marlène Villanova-Oliver	http://editions-rnti.fr/render_pdf.php?p1&p=1000784	http://editions-rnti.fr/render_pdf.php?p=1000784	816	fr	fr	@imag.fr	analyse sémantique spatio- temporel pour le ontologie OWL-DL  le analyse sémantique être un nouveau paradigmed'interrogation du Web Sémantique qui avoir pour objectif d' identifier lesassociations sémantique relier un individu décrire dans desontologies OWL-DL . Pour déduire davantage d' associationssémantiques et augmenter le précision de le analyse , le informationspatio- temporel attacher aux ressource devoir être prendre en compte . ace fin - et pour combler le absence actuel de raisonneur spatiotemporeldéfini pour le ontologie RDF ( S ) et OWL- , lui proposonsle système de représentation et d' interrogation d' ontologie spatiotemporellesONTOAST , compatible avec le langage OWL-DL . Nousprésentons le principe de base de le algorithme de découverted'associations sémantique entre individu intégrer dans ONTOAST . ce algorithme utiliser deux contexte , le un spatial et le autre temporelqui permettre d' affiner le recherche . Nous décrire enfin le approchemise en oeuvre pour le déduction de connexion spatial entreindividus . 	Analyse sémantique spatio-temporelle pour les ontologies OWL-DL	
Revue des Nouvelles Technologies de l'Information	EGC	2009	Assessing the uncertainty in knn Data Fusion		Tomàs Aluja-Banet, Josep Daunis-i-Estadella, Enric Ripoll	http://editions-rnti.fr/render_pdf.php?p1&p=1000794	http://editions-rnti.fr/render_pdf.php?p=1000794	817	en		@upc.edu, @udg.edu, @idescat.net	Assessing the uncertainty in knn Data Fusion 	Assessing the uncertainty in knn Data Fusion	0
Revue des Nouvelles Technologies de l'Information	EGC	2009	Binary Sequences and Association Graphs for Fast Detection of Sequential Patterns	We develop an efficient algorithm for detecting frequent patterns thatoccur in sequence databases under certain constraints. By combining the useof bit vector representations of sequence databases with association graphs weachieve superior time and low memory usage based on a considerable reductionof the number of candidate patterns.	Dan A. Simovici, Selim Mimaroglu	http://editions-rnti.fr/render_pdf.php?p1&p=1000781	http://editions-rnti.fr/render_pdf.php?p=1000781	818	en	en	@gmail.com, @cs.umb.edu	binary sequence association graph fast detection sequential pattern develop efficient algorithm detect frequent pattern thatoccur sequence databasis certain constraint combine useof bit vector representation sequence databasis association graph weachieve superior time low memory usage base considerable reductionof number candidate pattern	Binary Sequences and Association Graphs for Fast Detection of Sequential Patterns	0
Revue des Nouvelles Technologies de l'Information	EGC	2009	Caractérisation automatique des classes découvertes en classification non supervisée	Dans cet article, nous proposons une nouvelle approche de classifi- cation et de pondération des variables durant un processus d'apprentissage non supervisé. Cette approche est basée sur le modèle des cartes auto-organisatrices. L'apprentissage de ces cartes topologiques est combiné à un mécanisme d'esti- mation de pertinences des différentes variables sous forme de poids d'influence sur la qualité de la classification. Nous proposons deux types de pondérations adaptatives : une pondération des observations et une pondération des distances entre observations. L'apprentissage simultané des pondérations et des prototypes utilisés pour la partition des observations permet d'obtenir une classification op- timisée des données. Un test statistique est ensuite utilisé sur ces pondérations pour élaguer les variables non pertinentes. Ce processus de sélection de variables permet enfin, grâce à la localité des pondérations, d'exhiber un sous ensemble de variables propre à chaque groupe (cluster) offrant ainsi sa caractérisation. L'approche proposée a été validé sur plusieurs bases de données et les résultats expérimentaux ont montré des performances très prometteuses.	Nistor Grozavu, Younès Bennani, Mustapha Lebbah	http://editions-rnti.fr/render_pdf.php?p1&p=1000737	http://editions-rnti.fr/render_pdf.php?p=1000737	819	fr	fr	@univ-paris13.fr	caractérisation automatique des classe découvrir en classification non supervisée  Dans ce article , nous proposer un nouveau approche de classifi-cation et de pondération des variable durant un processus d' apprentissage non superviser . ce approche être baser sur le modèle des carte auto- organisatrice . le apprentissage de ce carte topologique être combiner à un mécanisme d' esti-mation de pertinence des différent variable sous forme de poids d' influence sur le qualité de le classification . Nous proposer deux type de pondération adaptatif : un pondération des observation et un pondération des distance entre observation . le apprentissage simultané des pondération et des prototype utiliser pour le partition des observation permettre d' obtenir un classification op-timisée des donnée . un test statistique être ensuite utiliser sur ce pondération pour élaguer le variable non pertinent . ce processus de sélection de variable permettre enfin , grâce à le localité des pondération , d' exhiber un sous ensemble de variable propre à chaque groupe ( cluster ) offrir ainsi son caractérisation . le approche proposer avoir être valider sur plusieurs base de donnée et le résultat expérimental avoir montrer un performance très prometteur . 	Caractérisation automatique des classes découvertes en classification non supervisée	0
